1n,2n,3n,4n,5n,6r,7r,8r,9r,10r,11r,12n,13n,14n,15n,16n,17n,18n,19n,20n,21n,22n,23n,24n,25n,26n,27n,28n,29n,30n,31n,32n,33n,34n,35n,36r,37r,38r,39r,40r,41r,42r,43r,44r,45r,46r,47r,48r,49r,50r,51r,52r,53r,54r,55r,56r,57r,58r,59r,60r,61r,62r,63r,64r,65r,66r,67r,68r,69r,70r,71r,72r,73r,74r,75r,76r,77r,78r,79r,80r,81r,82r,83r,84n,85n,86n,87n,88n,89n,90r,91r,92r,93r,94r,95r,96r,97r,98r,99r,100r,101r
0.1669706,0.7220088,0.1108248,0.4011191,0.4819097,0.5755352,0.7123621,0.4674534,0.6110251,0.5324752,0.6472633,0.5782846,0.7493183,0.5846121,0.5763127,0.5341108,0.6867423,0.4495568,0.6144575,0.6864237,0.5975184,0.6083876,0.03657875,0.1560135,0.1094845,0.1637616,0.2376553,0.02249143,0.271055,0.1561737,0.6089074,0.5183768,0.7216357,0.7672718,0.5352902,0.4429171,0.484928,0.5163027,0.5393842,0.3630948,0.4377801,0.6500279,0.4662192,0.5086458,0.5462083,0.6026912,0.7044585,0.09473034,0.1750417,0.2956193,0.3376338,0.4208135,0.5351962,0.4519915,0.4329403,0.4740082,0.7098773,0.5436391,0.6918099,0.2356698,0.5834628,0.7140757,0.4748374,0.5637444,0.1050037,0.254824,0.4977059,0.7013715,0.08754952,0.339263,0.2677417,0.3763992,0.4616961,0.3180045,0.573227,0.7180451,0.6781019,0.657032,0.6902164,0.7143093,0.3840548,0.5738778,0.5310363,0.6498713,0.5466733,0.522484,0.5665123,0.5750375,0.4041904,0.05881813,0.00390625,0.6151989,0.6643479,0.6517102,0.6485743,0.6940647,0.6347147,0.5676666,0.7259996,0.5176311,0.4137368
0.1650167,0.7167813,0.1230658,0.4051886,0.4726133,0.56752,0.7194806,0.4600399,0.6003708,0.54919,0.6493539,0.5901056,0.7558877,0.5865843,0.5777059,0.5339672,0.6909238,0.4437941,0.6169173,0.6864503,0.5968156,0.6027674,0.05036639,0.1492983,0.08545829,0.1568071,0.2675189,0.01686515,0.268961,0.1872506,0.6104276,0.5309769,0.7183927,0.7593887,0.5424054,0.4441389,0.4848371,0.5155022,0.541719,0.368181,0.4340752,0.6468088,0.4714988,0.505686,0.5450553,0.6051077,0.7022963,0.09573022,0.1871164,0.2923625,0.3390932,0.4429742,0.5265124,0.4590013,0.4143218,0.4849852,0.7433914,0.5669202,0.6889081,0.2455681,0.55487,0.7045184,0.4964069,0.5851573,0.1066889,0.2216087,0.5132909,0.7050433,0.1106396,0.3350551,0.3013591,0.3692205,0.4633333,0.3121525,0.571165,0.720233,0.6808072,0.6537559,0.650295,0.7265026,0.4184678,0.5874591,0.5275842,0.6336586,0.5425545,0.5019747,0.5631161,0.5418431,0.4197059,0.04795484,0.0186572,0.6085094,0.6793272,0.6398999,0.6515851,0.6932248,0.6326489,0.562672,0.724181,0.5184079,0.4111785
0.1618581,0.7075623,0.07455129,0.3877977,0.4515954,0.5630345,0.7255126,0.4393906,0.6217615,0.5146997,0.6418727,0.5717028,0.7426575,0.5940841,0.5798916,0.5348151,0.6820756,0.4437679,0.6119787,0.6862741,0.5962402,0.5999432,0.06380671,0.144854,0.07188563,0.1504136,0.280068,0.01437323,0.2774718,0.139243,0.6076835,0.5386369,0.7149324,0.7555004,0.5504088,0.4444217,0.481782,0.5167074,0.5359802,0.3621939,0.4306846,0.6571548,0.4628075,0.5042399,0.547906,0.6073047,0.7051308,0.09132981,0.2059819,0.2894293,0.3405498,0.4372801,0.5427845,0.4651592,0.3993609,0.4885019,0.6840531,0.6141529,0.6867347,0.2412567,0.5373999,0.7332287,0.5142016,0.6230336,0.1093093,0.1801219,0.4873079,0.6825174,0.06481738,0.3448435,0.3231241,0.3561401,0.4608697,0.3066566,0.5668904,0.7266197,0.6706086,0.660375,0.6312404,0.74101,0.4496309,0.5499811,0.5345664,0.6994501,0.5328625,0.5434146,0.5525405,0.6187066,0.4536461,0.09204198,0.06131479,0.5703546,0.6350289,0.629688,0.6435071,0.6886917,0.6301481,0.557125,0.7316001,0.5185454,0.3940469
0.1636957,0.7103741,0.08659252,0.3695673,0.4406465,0.5534949,0.7282251,0.4329821,0.6165614,0.5236782,0.6343924,0.5643666,0.7319403,0.5898266,0.580484,0.5345755,0.6797836,0.4426295,0.6097929,0.6862502,0.5956596,0.6011762,0.09210058,0.1371451,0.05520548,0.1373121,0.2936091,0.02663484,0.2817179,0.1218736,0.6065927,0.547237,0.7112755,0.7480782,0.5693029,0.4450268,0.4825375,0.5195344,0.5384552,0.3627158,0.4322157,0.6563006,0.4582461,0.5007792,0.5505287,0.6128445,0.7057976,0.09323679,0.2002587,0.2849469,0.3427481,0.4489415,0.5390971,0.4741744,0.3931313,0.4780371,0.7007866,0.5909901,0.6784165,0.2664705,0.5288706,0.7321145,0.5390434,0.6401839,0.1163957,0.1569545,0.4772123,0.6854479,0.04357072,0.3458911,0.3747187,0.3624038,0.4606657,0.3013813,0.56421,0.7246928,0.675088,0.6630924,0.5970807,0.7438273,0.4818424,0.5397983,0.5384305,0.6832588,0.5277782,0.5640256,0.5487299,0.5915267,0.471718,0.07458406,0.04591596,0.5520457,0.6196334,0.6031284,0.6420843,0.6853256,0.6318558,0.55147,0.7279404,0.5187646,0.399834
0.1609331,0.713544,0.09776026,0.3790789,0.4279008,0.5584596,0.7226446,0.4461699,0.6267449,0.5058826,0.6385285,0.5568753,0.7371805,0.5987067,0.5792326,0.5349726,0.6844279,0.4421582,0.6108739,0.6863115,0.5961266,0.5999832,0.07756298,0.1411006,0.0401268,0.144172,0.2877893,0.0366967,0.286079,0.1056057,0.6053209,0.5565479,0.7070851,0.7516284,0.5594982,0.4447351,0.4837775,0.5178952,0.5403277,0.3620285,0.4312819,0.6533143,0.4600715,0.5024313,0.549796,0.60998,0.7061445,0.09394816,0.1931828,0.2871807,0.3444862,0.4262222,0.5460697,0.4707143,0.4041825,0.5138199,0.689523,0.6364813,0.6679388,0.2449635,0.5468155,0.7282319,0.5282529,0.6557143,0.1129311,0.2020275,0.4665209,0.6705249,0.03008383,0.3459234,0.3470711,0.3537805,0.4611278,0.2967476,0.5688989,0.7225379,0.6728916,0.6667259,0.6375433,0.7405848,0.5142688,0.5307913,0.5423001,0.7155361,0.5226877,0.5842541,0.5561141,0.6058043,0.4364443,0.1130303,0.03060632,0.5635001,0.6559252,0.6171769,0.6413416,0.6915994,0.6310304,0.5600231,0.7298049,0.5186501,0.3919751
0.1582962,0.6984691,0.0545101,0.3597725,0.4005694,0.5362535,0.7306615,0.4270447,0.631508,0.4978806,0.6299469,0.5294081,0.7272843,0.614494,0.5825464,0.5352207,0.6746732,0.4470055,0.6074689,0.6861799,0.5949597,0.5972854,0.1060262,0.1321732,0.02440307,0.1304977,0.2964625,0.04651632,0.2932724,0.08949544,0.6020392,0.5905405,0.697891,0.7420378,0.5914035,0.4473468,0.4825015,0.5210912,0.5332784,0.3653169,0.4302284,0.6658434,0.4551402,0.4987612,0.5511408,0.6185087,0.7070103,0.08770393,0.2112503,0.2804241,0.3471864,0.4665405,0.552845,0.4713236,0.3747897,0.5011438,0.6416818,0.6765696,0.6552261,0.2720866,0.5234077,0.7227129,0.555312,0.6782755,0.1197061,0.1310192,0.4472836,0.643356,0.01136238,0.3364398,0.4634458,0.3593554,0.4603797,0.2928602,0.5582972,0.7282606,0.6651802,0.6780278,0.5652836,0.7323557,0.5421883,0.5250595,0.5502321,0.730224,0.5073199,0.603499,0.5363506,0.6301662,0.4905922,0.1889994,0.1336005,0.5362049,0.6148218,0.5879349,0.6412492,0.673938,0.6277744,0.5491495,0.7340414,0.5196919,0.3801123
0.1567079,0.7046158,0.06333838,0.3491907,0.4145862,0.5424257,0.7328649,0.4176647,0.6402283,0.4824161,0.6198758,0.5482225,0.7238607,0.6034897,0.5819915,0.5353736,0.6774948,0.4447905,0.6064075,0.6862271,0.5952855,0.5985678,0.1217572,0.1235407,0.0143317,0.123393,0.2969816,0.05714925,0.2959273,0.0760011,0.6038678,0.5780182,0.6925947,0.7447975,0.580528,0.4486537,0.481583,0.5244667,0.529705,0.3638689,0.4306174,0.6629776,0.4563893,0.4968593,0.5524558,0.6157998,0.7062085,0.08523376,0.2161531,0.2793603,0.3521046,0.4606512,0.5494265,0.4752707,0.3785103,0.5253281,0.6535745,0.698889,0.6314167,0.3019145,0.5173315,0.7277919,0.5482653,0.6680872,0.1187477,0.1041562,0.4545804,0.650195,0.01359756,0.3414548,0.4017608,0.3554882,0.460438,0.289798,0.5614944,0.7306125,0.6683495,0.6704332,0.5902722,0.738605,0.5907522,0.5198807,0.5462354,0.7440677,0.5177566,0.6219037,0.5407165,0.6482385,0.5290759,0.1367915,0.08374557,0.5398225,0.6063065,0.5737197,0.64173,0.6777851,0.6267044,0.5541252,0.7349728,0.5189603,0.3891369
0.1597195,0.7016302,0.04700959,0.3400917,0.3856729,0.5482146,0.7342733,0.4217485,0.6360133,0.4899059,0.6253567,0.5392911,0.7202666,0.6091786,0.581199,0.5351472,0.6717256,0.4495517,0.6085823,0.6860981,0.5949325,0.599194,0.137477,0.1282394,0.02160472,0.1158624,0.2936081,0.0696952,0.2897793,0.06228457,0.6002732,0.5669194,0.7026464,0.7393669,0.6035302,0.4462973,0.4818031,0.5227706,0.5257897,0.3671596,0.430241,0.6600649,0.4553796,0.4948678,0.5533084,0.6208876,0.7063373,0.09013022,0.2212743,0.2824126,0.349652,0.454868,0.5559983,0.4664045,0.3853737,0.5346031,0.6576962,0.6581203,0.6138187,0.2839643,0.5099081,0.7309765,0.5613036,0.6858026,0.1127502,0.07771345,0.437784,0.6514569,0.02146772,0.3294584,0.4329037,0.3537379,0.4602337,0.2878597,0.5551518,0.7295652,0.6618344,0.6740891,0.5438004,0.7233272,0.5680603,0.5210651,0.5545116,0.7553707,0.5125168,0.6398041,0.5448748,0.6399546,0.5095088,0.1632169,0.1078654,0.5285187,0.5966606,0.5602138,0.64151,0.6816321,0.6293062,0.5472291,0.7327896,0.5188028,0.3700769
0.1550262,0.6955025,0.03642198,0.3308821,0.3707479,0.5295649,0.7366405,0.4130655,0.6513917,0.4755921,0.6101449,0.5190598,0.716603,0.6210343,0.5850442,0.5354442,0.6677797,0.4525765,0.6042766,0.6859977,0.5936925,0.5920249,0.1544857,0.115068,0.03820001,0.103458,0.2846192,0.08297119,0.299982,0.04806843,0.5940281,0.6298732,0.6807982,0.7370388,0.6281545,0.4504712,0.4860036,0.526427,0.515745,0.3691704,0.4312288,0.6738728,0.4548785,0.4887072,0.5545201,0.6254032,0.7076512,0.08099547,0.230801,0.2790522,0.3573468,0.4724494,0.5615727,0.4292091,0.371161,0.5360112,0.6158445,0.7464362,0.6128832,0.3430721,0.5028571,0.7081695,0.5673684,0.690662,0.0998759,0.0271128,0.4279266,0.5946032,0.02561965,0.3211137,0.5271943,0.364601,0.4599794,0.2882583,0.5516669,0.730137,0.6555657,0.6858346,0.5060653,0.7123508,0.6247767,0.5203687,0.5679016,0.7643121,0.4965015,0.656202,0.5316204,0.6546499,0.5709082,0.2515931,0.225329,0.5184533,0.5836959,0.5470549,0.6398644,0.668467,0.6285145,0.5460141,0.7355816,0.5219749,0.3682534
0.1527345,0.6927145,0.04076491,0.3213609,0.3389963,0.5156765,0.7367693,0.4145466,0.6478084,0.4691056,0.6058455,0.5081788,0.7108146,0.627197,0.5839885,0.5354954,0.6615513,0.4567092,0.6027622,0.6860999,0.5939794,0.5879984,0.171212,0.1117788,0.05599023,0.1103624,0.2779103,0.09715754,0.3013476,0.03493686,0.5983224,0.60281,0.6868858,0.7348044,0.6157211,0.4491621,0.4848054,0.5304759,0.517758,0.3714117,0.4315672,0.6710556,0.4531279,0.4928099,0.554296,0.6230508,0.7073824,0.07196809,0.2259974,0.2797631,0.3546447,0.4847055,0.5641463,0.4433195,0.3679731,0.53953,0.6079848,0.7316898,0.588023,0.3665918,0.4967813,0.7167065,0.565105,0.6942977,0.08643544,0.05060959,0.4188839,0.614645,0.03087196,0.300649,0.5591431,0.3813565,0.4601563,0.2867734,0.547484,0.7307776,0.6590185,0.681895,0.5306348,0.7027494,0.6096556,0.5234432,0.5632412,0.7735072,0.4910837,0.6716914,0.526818,0.6523846,0.5922373,0.2194997,0.1950461,0.5140386,0.5778432,0.535768,0.6292037,0.671185,0.6255166,0.545003,0.7360678,0.5206828,0.3655883
0.1494986,0.690098,0.03428242,0.3123046,0.354705,0.5228589,0.7359009,0.4130433,0.6440135,0.4625207,0.6146122,0.4966588,0.7140067,0.6341248,0.5832067,0.535539,0.6651618,0.4615536,0.6053172,0.686067,0.5947777,0.5951233,0.1884636,0.1193221,0.07514179,0.09448873,0.2894465,0.1113964,0.2980224,0.02220204,0.59619,0.6165833,0.6741178,0.7326168,0.6409001,0.4517817,0.4835572,0.528318,0.5217584,0.3738582,0.4314123,0.6685189,0.4542823,0.490745,0.5544481,0.6275102,0.7074556,0.07514536,0.235286,0.2788105,0.3599387,0.4785838,0.5589143,0.4562331,0.3646858,0.5325395,0.6025985,0.7153281,0.5753741,0.3210521,0.490445,0.7117373,0.5673503,0.6935457,0.1049697,0.009704398,0.4081114,0.5970328,0.03504587,0.3119804,0.4950108,0.3714759,0.460092,0.2865206,0.5430225,0.7283622,0.6523808,0.6901352,0.5188618,0.6833839,0.6334149,0.5197604,0.5588881,0.7704086,0.5019407,0.6867476,0.5219389,0.6554968,0.5496863,0.2827543,0.162655,0.5068187,0.5877659,0.5255162,0.6357148,0.6654945,0.6243084,0.54524,0.7357258,0.523114,0.366328
0.1467543,0.685288,0.03202247,0.2919986,0.3257164,0.5015802,0.735545,0.4173661,0.6545367,0.4448432,0.6038509,0.4852809,0.702648,0.6405468,0.586266,0.5355887,0.6525641,0.4674373,0.6005279,0.6860648,0.5934071,0.5830519,0.2242781,0.1064632,0.09492331,0.08611557,0.261283,0.1280878,0.304233,0.007766589,0.5916503,0.6437204,0.6507604,0.7281638,0.6536207,0.4530676,0.4874291,0.5326771,0.5117291,0.3765226,0.4302646,0.6799307,0.4511229,0.4847337,0.5544696,0.6296079,0.706162,0.06993937,0.247849,0.2878661,0.3650635,0.4908084,0.5679973,0.399542,0.3544584,0.5378666,0.5894297,0.7689996,0.5748747,0.3920145,0.4743906,0.7032291,0.5454109,0.6930044,0.08332817,0.0334232,0.3765658,0.5466604,0.0436964,0.2734145,0.5887353,0.3925377,0.4597747,0.2904856,0.5383775,0.7247425,0.6427239,0.6991816,0.4888734,0.6314425,0.6419662,0.5323468,0.5827757,0.7735551,0.4851611,0.7003487,0.5117415,0.6482289,0.6344103,0.3183729,0.2612511,0.4987662,0.5707222,0.5184873,0.6207004,0.664137,0.6208092,0.545534,0.7359898,0.5243642,0.3668421
0.1439271,0.6877041,0.03314203,0.2976316,0.311828,0.5085438,0.7339101,0.4146325,0.6577019,0.435288,0.60274,0.463955,0.7081633,0.6526208,0.5875513,0.5356629,0.6480059,0.4745149,0.6016342,0.6860243,0.5926669,0.5738773,0.2082718,0.1017217,0.115912,0.06676074,0.2698013,0.1608965,0.3031397,0.03015804,0.5893527,0.6577947,0.6590734,0.730443,0.6795623,0.4543282,0.490226,0.537379,0.5035515,0.3795012,0.4309465,0.6765814,0.4495625,0.4866617,0.554356,0.6316196,0.7068763,0.06491616,0.2436819,0.2843887,0.3690948,0.4971318,0.5742046,0.4138839,0.3486556,0.5262901,0.5788979,0.7763157,0.5458602,0.4204065,0.4800071,0.7033173,0.5631379,0.6901874,0.08700728,0.0715082,0.3975568,0.5683054,0.03736947,0.2878114,0.6445736,0.4235547,0.4582362,0.2977982,0.533655,0.7181329,0.6459773,0.6945741,0.470012,0.6796352,0.6473778,0.5245199,0.5774786,0.7656586,0.4787469,0.7334193,0.5065749,0.6427889,0.6548651,0.3868178,0.2947774,0.4914653,0.5655802,0.512333,0.5977749,0.6619167,0.6219128,0.5463073,0.7358333,0.5260625,0.3679521
0.1404333,0.6830735,0.03256693,0.3042173,0.2974774,0.4949453,0.7366379,0.4208633,0.6607138,0.4501607,0.6029345,0.4742665,0.7050153,0.6465329,0.5889102,0.5356183,0.6567705,0.4833221,0.5996513,0.6860446,0.5931038,0.5784132,0.2402118,0.09598795,0.1370366,0.07631181,0.2540969,0.1446821,0.3055925,0.0157674,0.5868336,0.671847,0.6670369,0.7263491,0.6664936,0.4554192,0.4889445,0.535161,0.5074191,0.3824129,0.4306069,0.6831666,0.4524343,0.4828543,0.5543367,0.6337126,0.7051353,0.06815766,0.2397625,0.2815131,0.3624066,0.5033554,0.5700543,0.3866845,0.3596138,0.5230689,0.5773134,0.7594985,0.5657992,0.4466754,0.4859375,0.6988456,0.5557188,0.684551,0.06992403,0.0525759,0.3863119,0.550956,0.04755669,0.2574934,0.6177952,0.4070329,0.4591315,0.2936978,0.5286428,0.7221202,0.6492257,0.7037804,0.4816555,0.6888918,0.6466343,0.5272632,0.5726454,0.7711006,0.4720078,0.7125191,0.5168247,0.6520901,0.6130866,0.3523487,0.3285316,0.4833631,0.5600579,0.5053029,0.6100388,0.6593815,0.6231124,0.5475599,0.7354296,0.5254326,0.367625
0.1378433,0.6788344,0.03420235,0.2901793,0.2882254,0.475125,0.7292728,0.4250506,0.6657718,0.43705,0.6035265,0.4533488,0.7001418,0.665753,0.5926297,0.5357286,0.6435409,0.4927776,0.5989813,0.6861835,0.591247,0.5697505,0.2562971,0.08477306,0.158883,0.05680455,0.2522038,0.1879077,0.3064297,0.0466462,0.5814798,0.7131122,0.6421564,0.7228726,0.7051107,0.456704,0.4934896,0.5395563,0.4976529,0.3858384,0.4298615,0.6918913,0.4480119,0.4787183,0.5539396,0.6358373,0.7036763,0.06160621,0.2515621,0.2909856,0.3726766,0.5097505,0.5661713,0.3596976,0.3418208,0.5212455,0.5574398,0.7824716,0.5150114,0.4740653,0.4687575,0.6837807,0.5129215,0.6781815,0.0343623,0.1080035,0.3678625,0.5361459,0.04962905,0.2200262,0.669376,0.4629712,0.457211,0.3117458,0.5235754,0.7120678,0.6362315,0.7086076,0.447955,0.6709381,0.6468819,0.5616077,0.5937615,0.7597696,0.4646589,0.7331573,0.501275,0.6373085,0.6901115,0.446352,0.4190452,0.4575177,0.5456766,0.5042181,0.584643,0.655037,0.6180055,0.5493589,0.7344393,0.5263919,0.3702747
0.1322609,0.6809276,0.03796681,0.2889079,0.2705813,0.4883713,0.7318493,0.4299036,0.6634421,0.4404605,0.6019692,0.4443415,0.6948244,0.673021,0.5916603,0.5357403,0.6408664,0.503029,0.5985714,0.6860896,0.5919381,0.5647709,0.2771778,0.09031157,0.2029942,0.04508214,0.2452327,0.1975577,0.3076066,0.06218928,0.5786979,0.685757,0.6249847,0.7245104,0.69252,0.4600589,0.492186,0.5442505,0.5012451,0.3932201,0.4288652,0.6873597,0.4450295,0.4767673,0.5541118,0.6378952,0.701377,0.05724564,0.2554339,0.2946196,0.3783896,0.5160981,0.5762966,0.3670978,0.3239613,0.5165488,0.5641363,0.7848951,0.4871663,0.5285472,0.453816,0.6669474,0.5127237,0.6655393,0.0568035,0.1010904,0.3531817,0.5158572,0.0524874,0.2001396,0.7082713,0.4859601,0.4548588,0.3023223,0.5146252,0.7092195,0.6331601,0.7165186,0.4582816,0.6145368,0.6383892,0.5397406,0.5995801,0.749109,0.4481319,0.7291641,0.4897744,0.6232162,0.6732061,0.4175628,0.3626082,0.4738608,0.5535219,0.4977607,0.5591712,0.6571903,0.619409,0.5514305,0.7350412,0.5268435,0.3794856
0.1347946,0.6768314,0.03645306,0.2903936,0.2793038,0.4814765,0.7266092,0.4343028,0.6678134,0.4368293,0.6023347,0.4357566,0.697531,0.6589477,0.5902047,0.5356418,0.6388052,0.5146348,0.5979987,0.6861548,0.5901909,0.5666463,0.2693414,0.07936035,0.1817236,0.03357355,0.2496419,0.1755189,0.3070495,0.08137614,0.5842358,0.6996775,0.6334588,0.7210555,0.7172369,0.458146,0.4912038,0.5420203,0.4933594,0.3894236,0.4293479,0.6962559,0.4466809,0.480868,0.55377,0.6398277,0.7024707,0.05371038,0.2597963,0.2981577,0.3755597,0.5224895,0.5721648,0.3765793,0.3333211,0.4844825,0.5512825,0.7860036,0.5144505,0.5023524,0.4616369,0.6830733,0.5334274,0.6538519,0.05258327,0.08885948,0.360386,0.5229962,0.05141117,0.2410804,0.6895975,0.4420907,0.4562423,0.3069902,0.518913,0.7150384,0.6395398,0.7131544,0.440698,0.6195764,0.643633,0.5494881,0.5881768,0.753106,0.4566947,0.7220548,0.495718,0.6309879,0.7071102,0.4698844,0.3912444,0.4652874,0.5379521,0.50401,0.5716309,0.6531374,0.6165563,0.5539397,0.7337398,0.5267603,0.374505
0.1304287,0.6728954,0.03827561,0.2921125,0.2648456,0.4688737,0.7198377,0.4394769,0.6705328,0.4561782,0.5987131,0.4146353,0.6892279,0.6806951,0.5943695,0.5357636,0.6358238,0.5268539,0.5972898,0.6863343,0.5875944,0.5654632,0.2857897,0.0682634,0.2234823,0.0254902,0.2462281,0.2046641,0.3095792,0.100305,0.5728338,0.7366148,0.6174175,0.7188529,0.7283375,0.4618966,0.4962896,0.5532772,0.4897404,0.3980857,0.4283113,0.7010961,0.4419189,0.4726798,0.5535807,0.641593,0.6977647,0.04606307,0.2640737,0.3096465,0.3812986,0.5351831,0.5782968,0.3495993,0.3030942,0.4965991,0.5428696,0.7795479,0.4405398,0.5529032,0.4358619,0.6435519,0.4874615,0.6236467,0.01317455,0.1157857,0.3471959,0.4988706,0.04550325,0.1767904,0.723289,0.5345134,0.4518855,0.3211088,0.5063431,0.704892,0.6263932,0.7206706,0.4284415,0.6063272,0.6196134,0.5769326,0.6046763,0.7398678,0.4193362,0.7242945,0.4686922,0.6166475,0.7220614,0.518642,0.4428237,0.4517498,0.5295516,0.5119987,0.5472419,0.6499982,0.6150027,0.5568203,0.7323042,0.5253701,0.3903568
0.1273038,0.6743762,0.04035933,0.2930149,0.2577735,0.4566985,0.7180254,0.4492613,0.6711099,0.4350464,0.5898798,0.427446,0.6862468,0.6880282,0.5935326,0.5357462,0.6298468,0.5395538,0.5957456,0.6861979,0.5862802,0.5674175,0.2830134,0.06212024,0.2440895,0.01459544,0.2501555,0.202228,0.3085582,0.1218453,0.5758454,0.7251763,0.6104425,0.7144123,0.7378842,0.4670118,0.4948948,0.5502846,0.4858652,0.4032584,0.4283275,0.7054539,0.4433647,0.4704512,0.5532176,0.6452155,0.6998818,0.04955513,0.2679325,0.306027,0.3854276,0.5288027,0.5803307,0.3456292,0.3144112,0.5131922,0.5312571,0.7852623,0.4521851,0.5775564,0.4456263,0.6331298,0.4894789,0.6662105,0.01050656,0.1181898,0.3402781,0.4924704,0.05004645,0.1255818,0.7436145,0.5613062,0.4500134,0.3164631,0.5102028,0.7022482,0.6228253,0.7251115,0.4196262,0.5742466,0.629907,0.6084413,0.6104252,0.7435724,0.4295753,0.7345846,0.476356,0.6174142,0.7466455,0.4902163,0.4624742,0.4417198,0.5206113,0.5058249,0.5308369,0.6513991,0.6114249,0.5636067,0.731553,0.522352,0.3847665
0.1257028,0.6705528,0.04181153,0.2936996,0.2543954,0.462636,0.7232362,0.4444724,0.6694155,0.4398094,0.5945505,0.4205545,0.6920485,0.6949301,0.5951164,0.5356826,0.6319386,0.5526726,0.5966526,0.6863485,0.5888574,0.5646077,0.2845654,0.07386333,0.263758,0.01261997,0.2436078,0.2049047,0.3111861,0.1422695,0.56976,0.7467183,0.6035026,0.7164856,0.747035,0.4644352,0.4976648,0.54717,0.4824136,0.4078248,0.4281426,0.7090803,0.4403568,0.4747333,0.5529957,0.6433992,0.6989548,0.0427274,0.2715601,0.3022248,0.3895777,0.5413265,0.582254,0.3545185,0.2900472,0.4631306,0.5381957,0.7699738,0.4573413,0.6008282,0.4259824,0.6539419,0.4735728,0.6349965,0.01892838,0.1220552,0.3326142,0.5078107,0.03494538,0.1517552,0.7343829,0.5088152,0.4534438,0.3255991,0.5025098,0.7072971,0.6299828,0.7297598,0.4089046,0.5657958,0.6065397,0.5921683,0.6162438,0.7371715,0.4391446,0.7296092,0.4832453,0.6189085,0.7349365,0.5061878,0.4792058,0.4465565,0.5117961,0.5032408,0.5379433,0.6487089,0.6131719,0.5600114,0.7330541,0.5196073,0.396254
0.1174573,0.6686764,0.04492519,0.2920479,0.2470785,0.4461031,0.7149525,0.4540739,0.6703443,0.4488504,0.5814111,0.4087397,0.6830775,0.7033283,0.5958666,0.5356016,0.625863,0.5662903,0.5950207,0.6863121,0.5848129,0.5700269,0.2806963,0.05191075,0.2969197,0.03988917,0.2430491,0.1927348,0.3132786,0.2109037,0.566668,0.7558752,0.588964,0.7102169,0.762962,0.4696327,0.5032725,0.5588835,0.4787519,0.4125581,0.4262504,0.7159372,0.4369951,0.4684628,0.5527834,0.6468735,0.6953775,0.03813755,0.2785173,0.3215884,0.3963293,0.547739,0.584102,0.3368973,0.2777098,0.4451354,0.5100267,0.7605873,0.423463,0.6224989,0.4151119,0.6279938,0.4607442,0.598726,0.0370901,0.124897,0.3111676,0.4797121,0.02170793,0.1018192,0.7544711,0.5856277,0.4455551,0.3299293,0.4956524,0.6971415,0.6190746,0.7419351,0.3981154,0.5472302,0.5835196,0.6431397,0.6220506,0.7302659,0.386078,0.6976768,0.4605293,0.6151654,0.7686863,0.5254517,0.49068,0.4380787,0.5039867,0.5198519,0.5274948,0.6477221,0.6093817,0.5674835,0.7299656,0.5163601,0.4079239
0.1229015,0.6668379,0.04338153,0.2897673,0.2502367,0.4419214,0.7104041,0.4638314,0.668099,0.4541741,0.5854259,0.4005519,0.6765409,0.6998939,0.5975851,0.5355263,0.6238772,0.5946213,0.5933514,0.6863912,0.5817744,0.5733274,0.2751898,0.05765235,0.2809765,0.02841277,0.2386992,0.1989166,0.3158765,0.1646442,0.5633221,0.764605,0.5981124,0.7123246,0.7554082,0.4743409,0.5011284,0.5561104,0.4756918,0.4223306,0.42793,0.7186283,0.4379586,0.4645716,0.5523806,0.6498822,0.6963872,0.02738078,0.2753008,0.317064,0.3990584,0.5541049,0.5858221,0.3420487,0.2473024,0.479115,0.5168658,0.7412447,0.4078894,0.6596418,0.3917016,0.6218979,0.4469049,0.5894208,0.02896335,0.1283446,0.3206852,0.4844952,0.01984609,0.06021915,0.7495515,0.6367496,0.4423755,0.3344901,0.4989172,0.6950066,0.6111317,0.7381736,0.3876942,0.5573634,0.6007237,0.6584594,0.631955,0.7354395,0.3745719,0.7044564,0.4422581,0.6149488,0.7595448,0.5329669,0.5010952,0.4333308,0.4891881,0.531729,0.527481,0.645773,0.6050246,0.5714475,0.7291694,0.5086242,0.4137105
